Source,Type,ID,Title,Date,Abstract,Link
EPO,Patent,WO.2026016250.A1,"POWER DISTRIBUTION CONTROL METHOD FOR MICROGRID SYSTEM INTEGRATING ELECTRICITY, HYDROGEN AND AMMONIA, AND DEVICE",Unknown Date,"The present application discloses a power distribution control method for a microgrid system integrating electricity, hydrogen and ammonia, and a device. The microgrid system comprises a direct current bus, an energy router, an ammonia cracking hydrogen production system, a hydrogen storage system, and a photovoltaic power generation system, a water electrolysis hydrogen production system, a hydrogen fuel cell system, an electrochemical energy storage system and a direct current load which are c",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2026016250&KC=A1
EPO,Patent,WO.2025014390.A1,METHOD FOR PRODUCING LOW-CARBON HYDROGEN AND PLANT FOR THE IMPLEMENTATION THEREOF,Unknown Date,"Claimed are a method for producing hydrogen from ammonia and a plant for the implementation thereof. Liquid ammonia feedstock is heated, evaporated and superheated in a coil of a heat-reclaiming module. The gaseous ammonia feedstock is fed into an ammonia cracking reactor, the obtained nitrogen-hydrogen mixture is cooled in an air-cooling unit, and hydrogen is recovered. Liquid ammonia fuel is heated, evaporated and superheated. The gaseous ammonia fuel is mixed with the vent gases produced duri",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2025014390&KC=A1
EPO,Patent,WO.2025005417.A1,"CATALYSTS FOR AMMONIA CRACKING WITH HIGH EFFICIENCY AT LOW TEMPERATURE, PREPARATION METHOD THEREFOR, AND HYDROGEN PRODUCTION METHOD USING SAME",Unknown Date,"The present invention relates to a ruthenium-based ammonia cracking catalyst and, specifically, to an ammonia cracking catalyst in which ruthenium as an active metal and potassium as an auxiliary metal are supported on a lanthanum-containing yttria-stabilized zirconia support, and to a preparation method therefor. The ammonia cracking catalyst according to the present invention can achieve a very high ammonia conversion rate and hydrogen production efficiency even at low temperatures compared to",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2025005417&KC=A1
EPO,Patent,WO.2025000756.A1,"VEHICLE-MOUNTED AMMONIA CRACKING HYDROGEN PRODUCTION SYSTEM OF AMMONIA ENGINE, AND THERMAL MANAGEMENT METHOD THEREFOR",Unknown Date,"The present application relates to a vehicle-mounted ammonia cracking hydrogen production system of an ammonia engine, and a thermal management method therefor. The system comprises a liquid ammonia storage tank, a liquid ammonia gasification preheating tank, a hydrogen generation pipeline, a cracking gas storage pipeline, an ammonia-hydrogen inlet channel premixing pipe, an ammonia oxidizer heat production pipeline, an air conveying pipeline and a tail gas conveying pipeline. The heat of the am",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2025000756&KC=A1
EPO,Patent,WO.2025114832.A1,AMMONIA CRACKING SYSTEM AND PROCESS,Unknown Date,"The present disclosure provides processes and systems for hydrogen production as well as transport of hydrogen. The systems and processes for hydrogen production can include reacting a hydrogen source compound, such as ammonia, so that it decomposes into hydrogen and any remaining components. The reaction products can then be separated to isolate substantially pure hydrogen. Heating for the reaction can be provided via a combustion product stream comprising predominantly carbon dioxide. Benefici",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2025114832&KC=A1
EPO,Patent,WO.2024219706.A1,"TRI-METALLIC CATALYST FOR AMMONIA CRACKING, PREPARATION METHOD THEREFOR, AND PRODUCTION METHOD FOR HYDROGEN USING SAME",Unknown Date,"The present invention relates to a preparation method for a complex metal catalyst in the form of a triple metal of ruthenium, yttrium, and potassium by using a thermally transformed delta-alumina support and to a production method for hydrogen through ammonia cracking using same. The catalyst for ammonia cracking by the present invention attains the adjustment of the ratio of ruthenium/[potassium+yttrium], along with a thermally transformed alumina support in a specific phase, even when using a",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2024219706&KC=A1
EPO,Patent,EP.4599111.A1,ELECTROCHEMICAL HYDROGEN PRODUCTION VIA AMMONIA CRACKING,Unknown Date,Abstract details not available.,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4599111&KC=A1
EPO,Patent,WO.2024129246.A1,ELECTROCHEMICAL HYDROGEN PRODUCTION VIA AMMONIA CRACKING,Unknown Date,"Herein discussed is a method of producing hydrogen comprising: (a) providing an electrochemical reactor having an anode, a cathode, and a membrane between the anode and the cathode, wherein the membrane conducts both electrons and protons, wherein the anode and cathode are porous; (b) introducing a first stream to the anode, wherein the first stream comprises ammonia or a cracked ammonia product; and (c) extracting a second stream from the cathode, wherein the second stream comprises hydrogen, w",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2024129246&KC=A1
EPO,Patent,US.2024200210.A1,ELECTROCHEMICAL HYDROGEN PRODUCTION VIA AMMONIA CRACKING,Unknown Date,"Herein discussed is a method of producing hydrogen comprising: (a) providing an electrochemical reactor having an anode, a cathode, and a membrane between the anode and the cathode, wherein the membrane conducts both electrons and protons, wherein the anode and cathode are porous; (b) introducing a first stream to the anode, wherein the first stream comprises ammonia or a cracked ammonia product; and (c) extracting a second stream from the cathode, wherein the second stream comprises hydrogen, w",https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=2024200210&KC=A1
EPO,Patent,WO.2024157022.A1,PROCESS FOR CATALYTIC CRACKING OF AMMONIA,Unknown Date,The invention relates to the field of hydrogen production from the catalytic cracking of ammonia. The invention comprises a primary cracking pathway comprising one or more catalyst containing reaction tubes disposed within a fired ammonia cracking reactor; and a parallel cracking pathway comprising one or more secondary ammonia cracking reactors arranged sequentially and in fluid connection with one another. The invention may be used to produce hydrogen from ammonia.,https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2024157022&KC=A1
EPO,Patent,EP.4649050.A1,AMMONIA CRACKING FOR HYDROGEN PRODUCTION,Unknown Date,Abstract details not available.,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4649050&KC=A1
EPO,Patent,WO.2024149889.A1,AMMONIA CRACKING FOR HYDROGEN PRODUCTION,Unknown Date,"Process for production of hydrogen from ammonia, including ammonia cracking wherein ammonia is decomposed into hydrogen and nitrogen, wherein the ammonia cracking is performed in a sequence of cracking steps (13, 36, 17, 20) and a finally cracked stream (21) is obtained after a last cracking step (20), wherein the last ammonia cracking step (20) is performed adiabatically and/or the finally cracked stream (21) is quenched by direct mixing with water or steam after the last cracking step.",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2024149889&KC=A1
EPO,Patent,WO.2023063968.A1,ELECTROCHEMICAL HYDROGEN PRODUCTION UTILIZING AMMONIA,Unknown Date,"Herein discussed is a method of producing hydrogen comprising: (a) providing an electrochemical reactor having an anode, a cathode, and a membrane between the anode and the cathode; (b) introducing a first stream to the anode, wherein the first stream comprises ammonia or a product from ammonia cracking; (c) introducing a second stream to the cathode, wherein the second stream comprises water; and wherein hydrogen is generated from water electrochemically without electricity input. Systems for p",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2023063968&KC=A1
EPO,Patent,US.2023109683.A1,ELECTROCHEMICAL HYDROGEN PRODUCTION UTILIZING AMMONIA,Unknown Date,"Herein discussed is a method of producing hydrogen comprising: (a) providing an electrochemical reactor having an anode, a cathode, and a membrane between the anode and the cathode; (b) introducing a first stream to the anode, wherein the first stream comprises ammonia or a product from ammonia cracking; (c) introducing a second stream to the cathode, wherein the second stream comprises water; and wherein hydrogen is generated from water electrochemically without electricity input. Systems for p",https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=2023109683&KC=A1
EPO,Patent,EP.4407049.A1,THE BUTTERBRIDGE PROCESS FOR SIMULTANEOUS AMMONIA CRACKING AND DRI PRODUCTION,Unknown Date,"The Butterbridge Process takes two processes and combines them into one. On the one hand, the industry needs alternative sources for hydrogen derived from natural gas from fossil deposits. Ammonia, especially produced with renewable energy, is such a source for hydrogen. On the other hand, fresh iron units made from ore are needed but to reduce CO2 emissions these should be produced without use of fossil carbon carriers like coal, coke, or natural gas. Both issues are to date seen as separate pr",https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4407049&KC=A1
EPO,Patent,EP.4341206.A1,AMMONIA CRACKING FOR HYDROGEN PRODUCTION,Unknown Date,Abstract details not available.,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4341206&KC=A1
EPO,Patent,WO.2022243410.A1,AMMONIA CRACKING FOR HYDROGEN PRODUCTION,Unknown Date,"A process for the synthesis of hydrogen via the catalytic cracking of ammonia; the process comprises the steps of subjecting an ammonia-containing stream (10) to a catalytic cracking step (11) in the presence of heat to yield a combusted gas and a thermally cracked stream (14) containing nitrogen, hydrogen and possibly residual ammonia and optionally water; the process further comprises the steps of subjecting the thermally cracked stream to a hydrogen recovery step to yield a high-purity hydrog",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2022243410&KC=A1
EPO,Patent,EP.4159311.A1,"AMMONIA CRACKING CATALYST, AND METHOD OF CRACKING AMMONIA AND GENERATING HYDROGEN BY USING SAME",Unknown Date,The present invention relates to an ammonia decomposition catalyst that converts ammonia into hydrogen and nitrogen. The catalyst includes ruthenium (Ru) as an active catalytic component and a composite oxide solid solution (La&lt;sub&gt;x&lt;/sub&gt;Ce&lt;sub&gt;1-x&lt;/sub&gt;O&lt;sub&gt;y&lt;/sub&gt;) including lanthanum oxide and cerium oxide as a catalyst support. The present invention also relates to an ammonia decomposition method using the catalyst and a hydrogen production method using ,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4159311&KC=A1
Tavily,News,N/A,Why ammonia is the more efficient hydrogen carrier,N/A,"To decompose ammonia to hydrogen and nitrogen, an ammonia cracker is used. First, the ammonia is heated until it evaporates into a gaseous state. It is then fed into the reactor, where ammonia splitting takes place catalytically. Usually, the process runs at temperatures of 600-900 °C and a pressure of 20-40 bar. The product is then cooled and the residual by-products are separated out to obtain a pure hydrogen stream. This can then be used directly or fed into a pipeline. Industrial application",https://www.thyssenkrupp.com/en/stories/sustainability-and-climate-protection/why-ammonia-is-the-more-efficient-hydrogen-carrier
Tavily,News,N/A,Industrial demonstration of ammonia cracking: exploring global ...,N/A,"Click to expand. KBR’s H2ACT® ammonia cracking technology. From Elena Stylianou, H2ACT: Empowering Energy Mobility through Large Scale Ammonia Cracking (Nov 2024).

KBR was selected by ISU Chemical for industrial hydrogen supply via ammonia cracking in Ulsan, South Korea. This project serves as derisking & demonstration of KBR’s industrial ammonia cracking technology. By 2027, the Suso project aims for 10 tons of hydrogen production per day, an industrial scale unit with all equipment, controls ",https://ammoniaenergy.org/articles/industrial-demonstration-of-ammonia-cracking-exploring-global-progress/
Tavily,News,N/A,Crack the Code: Getting to know the basics of ammonia cracking,N/A,"### What is ammonia cracking?

Ammonia cracking is a chemical process that converts ammonia (NH3) into its constituent elements, nitrogen (N2) and hydrogen (H2). This reaction is typically carried out at high temperatures and can be catalyzed by various catalysts. The ammonia cracking reaction can be represented by the following equation:   
  
2NH3 ⇌ N2 + 3H2

The process is endothermic, meaning it requires the input of heat energy. The catalyst helps to lower the activation energy required for",https://www.topsoe.com/blog/crack-the-code-getting-to-know-the-basics-of-ammonia-cracking
Tavily,News,N/A,Ammonia Cracking,N/A,"## FAQ

Ammonia cracking is a chemical decomposition process in which ammonia (NH3) is broken down, or ""cracked,"" into its constituent gases – hydrogen (H2) and nitrogen (N2). The chemical reaction for ammonia cracking is as follows:

2NH3 ⇌ N2 + 3H2

This reaction is endothermic, meaning it requires heat to proceed and takes place under high temperature and in the presence of a catalyst to improve efficiency and lower the energy requirement.

Ammonia (NH3) is considered an important hydrogen ca",https://www.ten.com/en/markets/ammonia-cracking
Tavily,News,N/A,High efficiency ammonia cracking—a carbon-free foundation for ...,N/A,"Ammonia has 2.7x the energy density of hydrogen, making it perfect for applications in maritime (both on and offshore), power generation, and heavy-duty transportation. The global ammonia production and supply chain is also supported by over a hundred years’ worth of infrastructure, allowing it to bypass one very big—and expensive—hurdle standing in the way of developing the hydrogen economy.   

Crucially, ammonia is carbon-free by chemistry, so unlike other hydrogen carriers, it can be “cracke",http://amogy.co/news/high-efficiency-ammonia-cracking-a-carbon-free-foundation-for-clean-hydrogen-fuel
Tavily,News,N/A,Cracking Ammonia » RFNBOs & PtX-fuels,N/A,"2NH3 ==> 3H2 + N2

The catalyst, often nickel-based, facilitates the dissociation of ammonia molecules into nitrogen and hydrogen gases. This method is particularly advantageous for producing hydrogen as it does not require high-pressure systems, making it simpler and more cost-effective compared to other hydrogen production methods like water electrolysis.

## Steps in the Ammonia Cracking Process [...] ### CONCLUSION

Cracking ammonia offers a promising pathway for hydrogen production, support",https://www.hy2gen.com/cracking-ammonia
Tavily,News,N/A,Ammonia cracking - Catalysts - Clariant,N/A,"> Transporting hydrogen through chemical conversion to ammonia is gaining considerable attention as it is expected to be the most cost-competitive solution at the very large scale required. In this method, hydrogen is first converted to ammonia (NH3) for storage and transportation, and then at the point of use, ammonia is reconverted to hydrogen via cracking. As one of the leading catalyst providers in the ammonia-related new hydrogen economy, Clariant offers highly innovative catalysts for ammo",https://www.clariant.com/en/Business-Units/Catalysts/Energy-Transition/Ammonia-cracking
Tavily,News,N/A,Sustainable hydrogen through decomposition of ammonia and its ...,N/A,"an innovative process with the appropriate selection of the catalytic process and also thermochemical processes being shown to be critical issues. Traditional approaches to H2 synthesis such as the ammonia cracking process and the generation of hydrogen occur at high temperatures of 500oC or more. Current efforts in the field of H2 generation rely on a process which includes the decomposition of ammonia gas, this achieves a high yield through the application of alkali metal amide/imides as effec","http://www.international-agrophysics.org/Sustainable-hydrogen-through-decomposition-of-ammonia-and-its-derivatives-by-thermochemical,187984,0,2.html"
Tavily,News,N/A,World first: Air Liquide's innovative technology converts Ammonia ...,N/A,"This new, proprietary ammonia cracking technology expands Air Liquide's portfolio for low-carbon and renewable hydrogen production. As part of the successful development of this unit, key proprietary innovations were developed across critical areas including process safety, material testing, advanced catalysis for ammonia cracking, ammonia combustion, and efficient molecule separation. The project's success showcases Air Liquide’s ability to scale up technologies from laboratory research to indu",https://www.airliquide.com/group/press-releases-news/2025-11-13/world-first-air-liquides-innovative-technology-converts-ammonia-hydrogen-industrial-scale-paving-way
Tavily,News,N/A,A Review of Hydrogen Production from Onboard Ammonia ...,N/A,"of ammonia decomposition were investigated: thermal decomposition, catalytic membrane reactor, electrochemical decomposition, and ammonia cracker integrated Solid Oxide Fuel Cell. Moreover, parabolic through collectors, linear Fresnel reflectors, solar dishes, and solar towers were examined as potential solar energy technologies for onboard applications. The selection of natural refrigerants and reliquefication methods was also studied based on their limiting and determining factors to define th",https://www.sciencedirect.com/science/article/pii/S0016236123015132
