Source,Type,ID,Title,Date,Abstract,Link
OpenAlex,Paper,https://openalex.org/W4391735089,Fe-based amorphous powder cores with low core loss and improvement of permeability,2024,"Fe-based amorphous powder cores of Fe–Si–B–Cr–C magnetic powder and phenolic binder were fabricated, and the effects of annealing and compaction pressure on the soft magnetic properties and core loss were investigated. The formation of Fe–B and α-Fe (Si) phases was confirmed at the annealing temperature above 773 K. The density gradually increased from 5.3 to 5.5 g/cm3 as annealing temperature increased, resulting in the saturation magnetization 4πMs increased to 1.0 T at 773 K. The effect of co",https://openalex.org/W4391735089
OpenAlex,Paper,https://openalex.org/W4391037570,Soft magnetic properties of Fe-Ni powder cores in the high frequency range,2024,"Fe-Ni cores are excellent candidates for switching regulator inductors, transformers, reactors and in-line noise filters. Herein the influence of the phenol binder content on the microstructure and magnetic properties of Fe-50 wt% Ni powder cores in the high frequency range is investigated. Regardless of the binder content, all cores form a disordered A1 phase. The saturation magnetization (4πMs) and initial permeability increase as the binder content decreases. The core with a binder content of",https://openalex.org/W4391037570
OpenAlex,Paper,https://openalex.org/W4200565250,Study on the Soft Magnetic Properties of FeSiB/EP Composites by Direct Ink Writing,2021,"Fe-based amorphous alloy has excellent soft magnetic properties; traditionally, Fe-based amorphous alloy such as soft magnetic devices was fabricated by insulation enveloping and suppression molding methods. In this process, the aging of organic envelope materials and the crystallization of Fe-based amorphous alloy were usually occurring, accompanying with low magnetic induction and poor mechanical properties. The direct ink writing (DIW) technique can make complex-shaped parts and needs no heat",https://openalex.org/W4200565250
OpenAlex,Paper,https://openalex.org/W4391755315,Exploring the Impact of Different Milling Parameters of Fe/SiO2 Composites on Their Structural and Magnetic Properties,2024,"This research focuses on the production process of soft magnetic composites in the form of 3D bulk compacts made from insulated powder particles using different milling parameters, aiming to enhance their magnetic properties and to study an innovative method of the powder surface “smoothing” technique. A structure analysis using scanning electron microscopy (SEM), EDS, and optical microscopy is also included. We found out that the samples made by the innovative method have lower density values. ",https://openalex.org/W4391755315
OpenAlex,Paper,https://openalex.org/W4385067188,A Study on an Easy-Plane FeSi3.5 Composite with High Permeability and Ultra-Low Loss at the MHz Frequency Band,2023,"An easy-plane FeSi3.5 composite with excellent magnetic properties and loss properties at MHz were proposed. The easy-plane FeSi3.5 composite has ultra-low loss at 10 MHz and 4 mT, about 372.88 kW/m3. In order to explore the reason that the Pcv of easy-plane FeSi3.5 composite is ultra-low, a none easy-plane FeSi3.5 composite, without easy-plane processing as a control group, measured the microstructure, and the magnetic and loss properties. We first found that the real reason why magnetic materi",https://openalex.org/W4385067188
OpenAlex,Paper,https://openalex.org/W4386420600,"Magnetic Properties of the Soft Magnetic Composites Prepared Using Mixtures of Carbonyl Iron, FeSiCr, and FeSiAl Alloy Powders",2023,"The effect of carbonyl iron powder, FeSiCr alloy powder, and annealed FeSiAl alloy powder, both individually and in binary combinations, on the density, microstructure, and magnetic properties (including permeability and power loss) of inductors manufactured by molding compaction was investigated in this study. The investigation demonstrates that hysteresis loss dominates power loss in the tested frequency range. Due to higher compacted density and reduced coercivity, adding 50% carbonyl iron po",https://openalex.org/W4386420600
OpenAlex,Paper,https://openalex.org/W4225324559,3D Printing of Composite Material for Electromechanical Energy Harvesters,2022,"In this paper, a novel, composite material is proposed based on ferromagnetic wires immersed in a polymer that is well suited for 3D printing. The magnetic properties of this material are examined using FEM and compared with the properties of a more traditional composite based on magnetic powder. For a 50% ferromagnetic volume in the material, the proposed composite has a 67% higher value of saturation magnetic flux density and 87% higher value of maximum permeability, compared with the powder-b",https://openalex.org/W4225324559
OpenAlex,Paper,https://openalex.org/W4385759794,FeSiCr-Based Soft Magnetic Composites with SiO2 Insulation Coating Prepared Using the Elemental Silicon Powder Hydrolysis Method,2023,"In this work, FeSiCr powders were coated with a SiO2 insulation layer for soft magnetic composites (SMCs) through elemental silicon powder hydrolysis, without using any expensive precursors. The effects of the reaction temperature and ammonia concentration on the structure and performance of SMCs were investigated. Through the elemental silicon powder hydrolysis process, the formation of an FeSiCr–SiO2 core-shell structure effectively reduced the core loss, increased resistivity, and improved th",https://openalex.org/W4385759794
OpenAlex,Paper,https://openalex.org/W4406687346,Low-Loss Soft Magnetic Materials and Their Application in Power Conversion: Progress and Perspective,2025,"Amorphous and nanocrystalline alloys, as novel soft magnetic materials, can enable high efficiency in a wide range of power conversion techniques. Their wide application requires a thorough understanding of the fundamental material mechanisms, typical characteristics, device design, and applications. The first part of this review briefly overviews the development of amorphous and nanocrystalline alloys, including the structures of soft magnetic composites (SMCs), the key performance, and the und",https://openalex.org/W4406687346
OpenAlex,Paper,https://openalex.org/W3167293387,Synthesis and Performance of KH-560 Modified SiO<sub>2</sub> Insulation Coating,2021,"Soft magnetic alloy is the core material of the proton/heavy ion accelerator.To reduce the eddy current loss at high frequencies, the insulating coating needs to be coated on the surface of soft magnetic alloy, and to be followed-up heat treatment (~600 ℃) to lower the residual stress from defects and dislocations produced in the cold forming process of soft magnetic alloys.Therefore, the insulation coating for soft magnetic alloy should meet the requirement of high-temperature resistance.SiO 2 ",https://openalex.org/W3167293387
Tavily,News,N/A,Magnetic properties of soft magnetic composites fabricated by ...,N/A,"Soft magnetic composites (SMCs) are a crucial material in the process of electromagnetic conversion, playing a critical role in power production, transmission and utilization. Third-generation semiconductors necessitate soft magnetic materials with distinctive characteristics, such as high response, high power density and low total loss. Fe-based amorphous soft magnetic alloys exhibit exceptional soft magnetic properties, including high saturation magnetization, low coercivity and high permeabil",https://www.sciencedirect.com/science/article/pii/S0032591021009840
Tavily,News,N/A,Recent advances and future developments in Fe-based amorphous ...,N/A,"Soft magnetic composites (SMCs) are a crucial material in the process of electromagnetic conversion, playing a critical role in power production, transmission and utilization. Third-generation semiconductors necessitate soft magnetic materials with distinctive characteristics, such as high response, high power density and low total loss. Fe-based amorphous soft magnetic alloys exhibit exceptional soft magnetic properties, including high saturation magnetization, low coercivity and high permeabil",https://ui.adsabs.harvard.edu/abs/2023JNCS..61622440L/abstract
Tavily,News,N/A,Recent advances and future developments in Fe-based amorphous ...,N/A,"Soft magnetic composites (SMCs) are a crucial material in the process of electromagnetic conversion, playing a critical role in power production, transmission and utilization. Third-generation semiconductors necessitate soft magnetic materials with distinctive characteristics, such as high response, high power density and low total loss. Fe-based amorphous soft magnetic alloys exhibit exceptional soft magnetic properties, including high saturation magnetization, low coercivity and high permeabil",https://www.sciencedirect.com/science/article/abs/pii/S002230932300306X
Tavily,News,N/A,Soft Magnetic Materials: Current Availability on the Market - Part 3,N/A,"pressure of 600-800 MPa to the final shape. Soft magnetic products made by such processes are called Soft Magnetic Composites (SMCs) or powder cores. Another merit of SMCs is that they can be made into various specially shaped cores which are hardly made by the traditional lamination stacking methods, which benefits for novel design of electromagnetic devices. The main drawback of SMCs is that their permeabilities are relatively low. Nowadays the most common SMCs are made by powders of Fe, Fe-Si",https://smmagnetics.com/blogs/news/soft-magnetic-materials-typical-soft-magnetics-available-on-the-market
Tavily,News,N/A,Magnetic properties of soft magnetic composites fabricated from ...,N/A,"Amorphous FeSiPC soft magnetic composites (SMCs) with high compacted density and excellent magnetic properties were successfully hot-compacted at a low pressure of 400 MPa. Hot pressing enhances the compaction density and reduces the non-magnetic pore fraction in SMCs, which lowers the resistance to domain wall motion during magnetization, thereby improving the soft magnetic properties. Under optimal conditions, with a compaction temperature of 420 °C, the compaction density of FeSiPC SMCs incre",https://link.springer.com/article/10.1007/s10854-025-15998-z
Tavily,News,N/A,Magnetic properties of soft magnetic composites prepared with ...,N/A,"Physical properties of soft magnetic composites prepared with a mixture of amorphous (FeSiBC) and crystalline (Fe) powders coated with distinct electrical insulator contents are reported. Density, saturation polarization, permeability and coercivity of the cores reduce linearly with the increase of the softer magnetic phase amount and a general relation can be expressed by a rule of mixtures. The behavior of the coercivity, as a function of the magnetic phase content, differs from that previousl",https://ui.adsabs.harvard.edu/abs/2011JMMM..323.1938P/abstract
Tavily,News,N/A,Special Issue: “Soft Magnetic Materials and Their Applications” - PMC,N/A,"Soft magnetic materials are widely used in electronics, energy conversion, information processing, and many other application scenarios. Indeed, it is safe to assume that whenever you use electricity, there are soft magnetic materials working for you.

Recently, technological progress in soft magnetic materials has been focused on the processing of rapidly quenched amorphous and nanocrystalline materials (either in the form of ribbons or powders), as well as the improvement in magnetic propertie",https://pmc.ncbi.nlm.nih.gov/articles/PMC10779455/
Tavily,News,N/A,Soft Magnetic Composite - an overview | ScienceDirect Topics,N/A,"Soft magnetic composites (SMCs) are insulation-coated magnetic particles that are consolidated under high pressure to form specific shapes, often used in",https://www.sciencedirect.com/topics/engineering/soft-magnetic-composite
Tavily,News,N/A,Vortex-based soft magnetic composite with ultrastable permeability ...,N/A,"Article  CAS   Google Scholar
31. Meng, Q. S. et al. Magnetic spectra of soft magnetic composites based on Fe-Si-Cr-B amorphous and Carbonyl-Iron powders. J. Supercond. Nov. Magn. 32, 2987–2994 (2019).

    Article  CAS   Google Scholar
32. Kim, D. H. et al. Magnetic properties of amorphous metallic composites with various particle sizes. J. Korean. Phys. Soc. 79, 1037–1041 (2021).

    Article  ADS  CAS   Google Scholar
33. Zhang, Y. Q. et al. Novel Fe-based amorphous compound powder cores with",https://www.nature.com/articles/s41467-024-46650-9
Tavily,News,N/A,[PDF] Amorphous and nanocrystalline materials for applications as soft ...,N/A,"This important concept suggests that nanocrystalline and amorphous alloys have signi®cant potential as soft magnetic materials. Soft magnetic properties require that nanocrystalline grains be exchange coupled and therefore any of the processing routes yielding free standing nanoparticles must include a compaction method in which the magnetic nanoparticles end up exchange coupled. Similar ideas have been stated for so called spring exchange hard magnetic materials [37,150, 244].
In this review, w",https://www.andrew.cmu.edu/user/dl0p/laughlin/pdf/PMS.pdf
