Source,Type,ID,Title,Date,Abstract,Link
OpenAlex,Paper,https://openalex.org/W3144864881,Charge Carrier Processes and Optical Properties in TiO2 and TiO2-Based Heterojunction Photocatalysts: A Review,2021,"Photocatalysis based technologies have a key role in addressing important challenges of the ecological transition, such as environment remediation and conversion of renewable energies. Photocatalysts can in fact be used in hydrogen (H2) production (e.g., via water splitting or photo-reforming of organic substrates), CO2 reduction, pollution mitigation and water or air remediation via oxidation (photodegradation) of pollutants. Titanium dioxide (TiO2) is a “benchmark” photocatalyst, thanks to man",https://openalex.org/W3144864881
OpenAlex,Paper,https://openalex.org/W4295084070,Direct Ink 3D Printing of Porous Carbon Monoliths for Gas Separations,2022,"Additive manufacturing or 3D printing is the advanced method of manufacturing monolithic adsorbent materials. Unlike beads or pellets, 3D monolithic adsorbents possess the advantages of widespread structural varieties, low heat and mass transfer resistance, and low channeling of fluids. Despite a large volume of research on 3D printing of adsorbents having been reported, such studies on porous carbons are highly limited. In this work, we have reported direct ink 3D printing of porous carbon; the",https://openalex.org/W4295084070
OpenAlex,Paper,https://openalex.org/W4321645702,"Characterization, carbon-ash separation and resource utilization of coal gasification fine slag: A comprehensive review",2023,"Coal gasification fine slag (CGFS) from the entrained-flow coal gasification process mainly contains ash and residual carbon. Currently, the CGFS is normally stacked and landfilled in slag yards, resulting in huge resources waste and potential environmental risks. This study aims to review the research advances of the characterizations, carbon-ash separation and resource utilization of CGFS, so as to reveal the guiding role of CGFS characterizations on the process of separation and resource util",https://openalex.org/W4321645702
OpenAlex,Paper,https://openalex.org/W3205595433,"A brief overview of molecularly imprinted polymers: Highlighting computational design, nano and photo-responsive imprinting",2021,"The present review provide a brief overview of the basic aspects of molecular imprinting technology covering template molecules, functional monomers, crosslinking agents, initiators, characterization methods and application by emphasizing on the novel polymer materials. Compare to other reviews, various aspects of computational designing of imprinted polymers, carbon based nano-imprinting and stimuli-responsive imprinted polymers are highlighted here in the present review. This review comprises ",https://openalex.org/W3205595433
OpenAlex,Paper,https://openalex.org/W4410755185,Topology-Directed Cage Engineering in MOFs for Efficient C<sub>2</sub>H<sub>2</sub>/CO<sub>2</sub>/C<sub>2</sub>H<sub>4</sub> Separation,2025,"Cage-based porous materials, leveraging their unique ""confined windows-expanded cavities"" synergistic architecture, have demonstrated remarkable advantages in the field of gas adsorption and separation. This study presents a topology-directed in situ assembly strategy that successfully constructs metal-organic frameworks with tailored pore structures. Using the distinctive cage-channel <b>soc</b> topological frameworks as a template, by innovatively reversing the roles of traditional nodes and l",https://openalex.org/W4410755185
OpenAlex,Paper,https://openalex.org/W3139149427,Oxidative Dissolution of Metals in Organic Solvents,2021,"Dissolution of metals in organic solvents is relevant to various application fields, such as metal extraction from ores or secondary resources, surface etching or polishing of metals, direct synthesis of organometallic compounds, and separation of metals from other compounds. Organic solvents for dissolution of metals can offer a solution when aqueous systems fail, such as separation of metals from metal oxides, because both the metal and metal oxide could codissolve in aqueous acidic solutions.",https://openalex.org/W3139149427
OpenAlex,Paper,https://openalex.org/W4283270926,Simulation of direct separation technology for carbon capture and storage in the cement industry,2022,"This research investigated the application of the direct separation reactor (DSR) to the cement industry to capture a large portion of the process-derived CO2. The case herein assumed a DSR fuelled by natural gas, and downstream rotary kiln with a typical coal- and refuse-derived fuel blend. A range of key performance indicators were assessed with these compared to a baseline plant simulated with identical assumptions. This research found that the DSR has the potential to capture up to 58–68% of",https://openalex.org/W4283270926
OpenAlex,Paper,https://openalex.org/W3040148629,Unrealistic energy and materials requirement for direct air capture in deep mitigation pathways,2020,"The increasing global atmospheric CO2 concentration due to heavy reliance on fossil fuels as the primary energy sources (~410 ppm in 2019)1 has made direct extraction or removal of CO2 from ambient air (direct air carbon capture (DACC)) the most logical alternative over traditional modes of carbon capture from large stationary sources because of many of the perceived advantages and compelling arguments2. With the current level of CO2 emissions (32.6 gigatons (Gt)-CO2/year2017)1, Realmonte and co",https://openalex.org/W3040148629
OpenAlex,Paper,https://openalex.org/W3119980055,A Comprehensive Review on Oil Extraction and Biodiesel Production Technologies,2021,"Dependence on fossil fuels for meeting the growing energy demand is damaging the world’s environment. There is a dire need to look for alternative fuels that are less potent to greenhouse gas emissions. Biofuels offer several advantages with less harmful effects on the environment. Biodiesel is synthesized from the organic wastes produced extensively like edible, non-edible, microbial, and waste oils. This study reviews the feasibility of the state-of-the-art feedstocks for sustainable biodiesel",https://openalex.org/W3119980055
OpenAlex,Paper,https://openalex.org/W4393064519,CO<sub>2</sub> Electrolyzers,2024,"CO<sub>2</sub> electrolyzers have progressed rapidly in energy efficiency and catalyst selectivity toward valuable chemical feedstocks and fuels, such as syngas, ethylene, ethanol, and methane. However, each component within these complex systems influences the overall performance, and the further advances needed to realize commercialization will require an approach that considers the whole process, with the electrochemical cell at the center. Beyond the cell boundaries, the electrolyzer must in",https://openalex.org/W4393064519
EPO,Patent,WO.2026027945.A1,PROCESS AND SYSTEM FOR RECOVERING COPPER AND COBALT FROM SULFIDIC MATERIALS,Unknown Date,"The present disclosure is directed to a process for recovering copper and cobalt from copper and cobalt-containing sulfide ores and concentrates, particularly relatively low grade cobalt bearing sulfide ores and concentrates. The process comprising floating a material comprising non-sulfide gangue minerals and copper-containing sulfidic minerals, cobalt-containing sulfidic minerals, and iron pyrite; contacting a lixiviant with a separated portion to form a pregnant leach solution comprising ferr",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2026027945&KC=A1
EPO,Patent,WO.2026024980.A1,SYSTEMS AND METHODS FOR PRECIPITATE COLLECTION IN EVAPORATION PROCESSES,Unknown Date,"A system is provided for the thermal separation of a process liquid using an immiscible liquid, in accordance with some embodiments. In some embodiments, the system comprises a precipitate extraction evaporator configured to receive the process liquid and immiscible liquid within an enclosed vessel. In some embodiments, the process liquid is injected into the immiscible liquid and undergoes phase change to form steam. In some embodiments, the steam is condensed by a condenser positioned above th",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2026024980&KC=A1
EPO,Patent,WO.2026021045.A1,COMBINED TREATMENT METHOD FOR ACIDIC WASTEWATER,Unknown Date,"The present invention relates to the technical field of wastewater treatment. Disclosed is a combined treatment method for acidic wastewater. The combined treatment method for acidic wastewater comprises: introducing acidic wastewater generated during an industrial process into an electrochemical device and performing an electrochemical treatment on the acidic wastewater for neutralization and heavy metal extraction, wherein an anode of the electrochemical device is loaded with a non-metallic mi",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2026021045&KC=A1
EPO,Patent,WO.2026020751.A1,METHOD FOR SEPARATING AND PURIFYING MONOCYCLIC AROMATIC HYDROCARBONS FROM DIRECT COAL LIQUEFACTION OIL,Unknown Date,"The present invention relates to the technical field of separation of direct coal liquefaction oil, and provides a method for separating and purifying monocyclic aromatic hydrocarbons from direct coal liquefaction oil. The method comprises: (1) performing fractional distillation and composition analysis on direct coal liquefaction oil to determine a fraction having the highest content of monocyclic aromatic hydrocarbons; (2) removing low-carbon alkanes and cycloalkanes from a selected fraction b",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2026020751&KC=A1
EPO,Patent,AU.2025271327.A1,ALKALINE-EARTH METAL SAPONIFYING AGENT AND USE THEREOF,Unknown Date,"The present application relates to the technical field of hydrometallurgy, and discloses an alkaline-earth metal saponifying agent and the use thereof. The saponifying agent is a compound powder of an alkaline earth metal, wherein the maximum particle size of the powder is smaller than 200 μm; and the purity of the powder is not less than 80%. The alkaline-earth metal saponifying agent and an acidic extractant solution are mixed, and are then subjected to saponification to obtain a saponified or",https://worldwide.espacenet.com/publicationDetails/biblio?CC=AU&NR=2025271327&KC=A1
EPO,Patent,WO.2026019682.A1,METHODS AND SYSTEMS FOR FLUIDICS ASSISTED FUNCTIONAL CELL SORTING,Unknown Date,"Provided herein are methods and systems for characterizing cells using specific biomolecule detection and label-free cell sorting. These systems can include a microfluidic system directed to processing of cells producing a biomolecule of interest and subsequent detection, isolation, and recovery of such cells.",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2026019682&KC=A1
EPO,Patent,UA.130328.C2,METHOD AND DEVICE FOR EXTRACTING CARBON DIOXIDE FROM ATMOSPHERIC AIR,Unknown Date,"Ggroup of inventions relates to technologies for capturing carbon dioxide from gas mixtures for subsequent use in industrial applications. Method of extracting carbon dioxide from atmospheric air, according to which atmospheric air is supplied to a carbon dioxide capture unit with a sorbent unit placed therein with a sorbent, which is a polyacrylonitrile cloth activated by functional amino groups, the sorbent saturated with carbon dioxide is washed by supplying a strongly alkaline washing soluti",https://worldwide.espacenet.com/publicationDetails/biblio?CC=UA&NR=130328&KC=C2
EPO,Patent,US.20260022084.A1,METHOD FOR SEPARATING AND PURIFYING MONOCYCLIC AROMATIC HYDROCARBONS FROM DIRECT COAL LIQUEFACTION OIL,Unknown Date,"A method for separating and purifying monocyclic aromatic hydrocarbons from direct coal liquefaction oil is provided. The method is as follows: (1) performing fine fractionation and component analysis on the direct coal liquefaction oil, to determine a highest fraction of monocyclic aromatic hydrocarbons; (2) Removing light alkanes and cycloalkanes from the selected fraction by column chromatography; (3) separating toluene, monocyclic aromatic hydrocarbon mixtures and high-carbon alkanes through",https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=20260022084&KC=A1
EPO,Patent,US.20260022062.A1,Method of Forming Pozzolan from Coal Refuse,Unknown Date,"The present disclosure is directed to a method for forming calcined pozzolan that includes: performing a gravity separation on coal refuse to separate an organic component from an inorganic component including crystalline shale; and converting the crystalline shale to a calcined pozzolan. The present disclosure also directed to a calcined pozzolan, concrete, a method of producing concrete, and a method for cleaning a landfill site.",https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=20260022062&KC=A1
EPO,Patent,WO.2026013696.A1,LIPID EXTRACTION FROM INSECTS,Unknown Date,"Aspects of the present disclosure are directed to lipid extraction from insects. According to an aspect of the present disclosure, a method for extracting lipids includes preparing an insect biomass from dried insects (e.g., by grinding them into a powder), incubating the powder with a green solvent under suitable extraction conditions to form a lipid-containing solution and a defatted 5 biomass, separating the lipid-containing solution from the defatted biomass, and removing the solvent to reco",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2026013696&KC=A1
EPO,Patent,US.20260008743.A1,PROCESS FOR PRODUCING POLYUNSATURATED FATTY ACIDS IN THE FORM OF ESTERS,Unknown Date,"The present invention relates to an integrated process for the simultaneous production of polyunsaturated fatty acids, in particular in the form of esters, and of esters of palmitic acid from algae. The compounds of the present invention can be used in the pharmaceutical industry (products for the prevention of cardio-circulatory problems) and in the cosmetic industry (emollients and moisturizers).In particular, the present invention is directed to a process for obtaining eicosapentaenoic acid (",https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=20260008743&KC=A1
EPO,Patent,US.20260002229.A1,SYSTEMS AND METHODS FOR THE ENHANCEMENT OF MIDSTREAM-LIQUID RESOURCES FOR DIRECT METAL EXTRACTION,Unknown Date,"Embodiments of the present disclosure may include a system and method for enhancing the extraction of lithium from a liquid resource. A volume of midstream-liquid resource may be received from a site like a pipeline, tank, or disposal site where the midstream-liquid resource may undergo a pre-treatment. A treatment regimen may be applied to remove hydrocarbons, organic matter, hydrogen sulfide, ions, and suspended solids along with reduction of excess pre-treatment chemicals and byproducts. Embo",https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=20260002229&KC=A1
EPO,Patent,US.20260002230.A1,SYSTEMS AND METHODS FOR THE ENHANCEMENT OF MIDSTREAM-LIQUID RESOURCES FOR DIRECT METAL EXTRACTION,Unknown Date,"Embodiments of the present disclosure may include a system and method for enhancing the extraction of lithium from a liquid resource. A volume of midstream-liquid resource may be received from a site like a pipeline, tank, or disposal site where the midstream-liquid resource may undergo a pre-treatment. A treatment regimen may be applied to remove hydrocarbons, organic matter, hydrogen sulfide, ions, and suspended solids along with reduction of excess pre-treatment chemicals and byproducts. Embo",https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=20260002230&KC=A1
EPO,Patent,WO.2026007284.A1,DIRECT AIR CARBON SEQUESTRATION SYSTEM AND METHOD USING COMPOUND ALGAE LIQUID COUPLED WITH MOISTURE SWING ADSORBENT,Unknown Date,"Provided are a direct air carbon sequestration system and method using a compound algae liquid coupled with a moisture swing adsorbent, relating to the technical field of air capture. The system comprises a CO2 adsorption device (2), a microalgae carbon sequestration device (3), and a solution-microalgae separation device (4). Ultralow-concentration carbon dioxide (400 ppm) in the atmosphere is captured by means of moisture swing adsorbents (5), and the carbon dioxide can be adsorbed by means of",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2026007284&KC=A1
EPO,Patent,AU.2024283144.A1,METHODS AND COMPOSITIONS FOR PRENATAL TESTING,Unknown Date,"The present disclosure provides methods and systems directed to isolation of circulating fetal cells (CFCs) from maternal biological samples of pregnancy-related states. A method for identifying genetic disorders of the fetus (or fetuses) of a subject may involve assaying a biological sample derived from the subject to isolate CFCs, and characterizing the biomarkers, such as the sequence of genetic material or abundance of gene expression material, from the CFCs to determine the presence or abse",https://worldwide.espacenet.com/publicationDetails/biblio?CC=AU&NR=2024283144&KC=A1
EPO,Patent,WO.2026005753.A1,DIRECT LITHIUM EXTRACTION COMPOSITIONS AND METHODS,Unknown Date,"Disclosed are sorbent compositions for direct lithium extraction (DLE). The sorbent compositions include a lithiated aluminum component and an inorganic binder, and are in the form of shaped particles. The lithiated aluminum component makes up about 50% w/w to about 90% w/w of the sorbent compositions, whereas the binder makes up about 10% w/w to about 50% w/w of the sorbent compositions. Processes for producing the sorbent compositions are also provided, as are methods of using the sorbent comp",https://worldwide.espacenet.com/publicationDetails/biblio?CC=WO&NR=2026005753&KC=A1
EPO,Patent,US.2025387777.A1,DIRECT LITHIUM EXTRACTION COMPOSITIONS AND METHODS,Unknown Date,"Disclosed are sorbent compositions for direct lithium extraction (DLE). The sorbent compositions include a lithiated aluminum component and an inorganic binder, and are in the form of shaped particles. The lithiated aluminum component makes up about 50% w/w to about 90% w/w of the sorbent compositions, whereas the binder makes up about 10% w/w to about 50% w/w of the sorbent compositions. Processes for producing the sorbent compositions are also provided, as are methods of using the sorbent comp",https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=2025387777&KC=A1
EPO,Patent,AU.2024324685.A1,POST PROCESSING IN A SYSTEM AND PROCESS FOR EXTRACTING LITHIUM ENRICHED ELUATES FROM AN UNTREATED BRINE,Unknown Date,"The present invention relates to a system (10) for extracting lithium or lithium salts from an untreated brine (30). The system comprises a feed unit (40) for receiving the untreated brine (30) and a direct lithium extraction unit (50) for extracting a lithium enriched eluate (60) from the untreated brine and a foreign ion removal unit (56) for removing foreign ions from the lithium enriched eluate (60). Additionally, a membrane purification unit (55) is arranged downstream between the direct li",https://worldwide.espacenet.com/publicationDetails/biblio?CC=AU&NR=2024324685&KC=A1
EPO,Patent,AU.2024323675.A1,PRESSURE CONTROL IN A SYSTEM AND PROCESS FOR EXTRACTING LITHIUM ENRICHED ELUATES FROM AN UNTREATED BRINE,Unknown Date,The present invention relates to a system for extracting lithium or lithium salts from an untreated brine (30). The system comprises a feed unit (40) for receiving the untreated brine (30) and a direct lithium extraction unit (50) for extracting a lithium enriched eluate (60) from the untreated brine. A pressure control unit (70) is arranged downstream between the feed unit (40) and the direct lithium extraction unit (50) and/or downstream of the direct lithium extraction unit (50) for controlli,https://worldwide.espacenet.com/publicationDetails/biblio?CC=AU&NR=2024323675&KC=A1
EPO,Patent,US.2025381511.A1,DIRECT AIR CAPTURE DEVICE,Unknown Date,"Separation station with a plurality of separation units for separating carbon dioxide and/or water vapour from ambient air, wherein each separation unit having at least one contiguous and sealing circumferential wall circumferentially enclosing at least one cavity, the at least one contiguous and sealing circumferential wall defining an upstream opening and an opposed downstream opening, the cavity containing at least one gas adsorption structure for adsorbing the at least one gaseous component,",https://worldwide.espacenet.com/publicationDetails/biblio?CC=US&NR=2025381511&KC=A1
Tavily,News,N/A,Direct recycling of carbon black and graphite from an aqueous ...,N/A,"Centrifugation is a promising method for direct recycling of lithium-ion battery materials from an aqueous slurry. The present work investigates the continuous fractionation of an aqueous anode slurry into the active material graphite and the conductive carbon black in a decanter centrifuge. To evaluate the separation success, two analytical methods utilizing the different particle sizes and sedimentation velocities of the materials were developed and tested. Both methods can detect graphite sep",https://www.sciencedirect.com/science/article/pii/S2949821X23000819
Tavily,News,N/A,Direct recycling of carbon black and graphite from an aqueous ...,N/A,"Centrifugation is a promising method for direct recycling of lithium-ion battery materials from an aqueous slurry. The present work investigates the continuous fractionation of an aqueous anode slurry into the active material graphite and the conductive carbon black in a decanter centrifuge. To evaluate the separation success, two analytical methods utilizing the different particle sizes and sedimentation velocities of the materials were developed and tested. Both methods can detect graphite sep",http://ui.adsabs.harvard.edu/abs/2024NextE...200082Y/abstract
Tavily,News,N/A,Method for separating crystalline graphite from a solids mixture ...,N/A,"Der Erfindung liegt die Aufgabe zugrunde, ein Behandlungsverfahren für Graphit enthaltende Materialien zu schaffen, das die Herstellung von kristallinem Graphit mit einem Reinheitsgrad von über 98% ermöglicht oder eine exakte direkte Bestimmung des Gehalts an kristallinem Graphit in einer Kohlenstoffprobe oder in graphithaltigem Material erlaubt .The invention has for its object to provide a treatment method for graphite-containing materials that enables the production of crystalline graphite wi",https://patents.google.com/patent/WO2003095363A1/en
Tavily,News,N/A,[PDF] Purification of Engineered Graphite for Advanced Application - DiVA,N/A,"4000 K. Only at 100 atmospheres pressure, the melting of graphite can be observed when the temperature reaches 4200 K . At the same time, graphite also has good corrosion resistance and lubricity . These unique physical and chemical properties of graphite make it applicable in many applications shown in Figure 2 including industrial pencil leads, refractory materials, metallurgical electrodes, lubrication, batteries, etc . Figure 2. Common applications of graphite . 2 Graphite is also applied in",https://www.diva-portal.org/smash/get/diva2:1678495/FULLTEXT01.pdf
Tavily,News,N/A,[PDF] Direct Lithium Extraction (DLE): An Introduction,N/A,"This method presents an opportunity to capture and incorporate released CO2 into the lithium recovery process, particularly in ores (mineral carbonation) and brines. In brines, CO2 can be generated as both CO2 and supercritical CO2 (SC-CO2), aiming to enhance lithium extraction efficiency while reducing operational costs due to their superior diffusivity and low viscosity. Direct carbonation involves reacting lithium-containing brines with concentrated lithium directly with CO2 at elevated tempe",https://lithium.org/wp-content/uploads/2024/06/Direct-Lithium-Extraction-DLE-An-introduction-ILiA-June-2024-v.1-English-web.pdf
Tavily,News,N/A,Supercritical CO2 Extraction of solid raw material,N/A,recompression should be avoided. After separation the gas is liquified in a condenser and fed back into the working tank and ready to be used again. [...] This operation is commonly called semicontinuous and is about redirecting the flow between the extractors. After leaving the vessels the loaded carbon dioxide reaches the separators where the change in pressure and / or temperature causes the precipitation of the extract out of the carbon-dioxide flow. The extract is then collected at the bott,https://natex.at/extraction-of-solid-raw-materials/
Tavily,News,N/A,Direct air capture - Wikipedia,N/A,"#### Membranes

[edit]

Membrane-based separation (m-DAC) employs semi-permeable membranes. This method requires little water and has a smaller footprint. Typically polymeric membranes, either glassy or rubbery, are used for direct air capture. Glassy membranes typically exhibit high selectivity with respect to Carbon Dioxide; however, they also have low permeabilities. Membrane capture of carbon dioxide is still in development and needs further research before it can be implemented on a larger ",https://en.wikipedia.org/wiki/Direct_air_capture
Tavily,News,N/A,"How a new, more sustainable lithium mining process could kick off ...",N/A,"Listen to this article

Estimated 6 minutes

The audio version of this article is generated by AI-based technology. Mispronunciations can occur. We are working with our partners to continually review and improve the results.

## Social Sharing

A new and possibly more environmentally friendly way to mine lithium could make it easier to extract the critical mineral from deposits in Western Canada, as companies move closer to demonstrating that the technology works at scale.

Such lithium is found",https://www.cbc.ca/news/science/lithium-alberta-mining-brines-9.7068876
Tavily,News,N/A,Advances in CO2 capture and separation materials,N/A,"perspective on the state–of–the–art in CC materials and their potential role in achieving global climate mitigation goals. [...] Carbon dioxide (CO2) remains a critical driver of climate change, necessitating the development of advanced carbon capture (CC) technologies to mitigate its atmospheric accumulation. This review provides a detailed evaluation of both conventional and emerging CC methods, highlighting the evolution from traditional physical/chemical adsorption and absorption techniques ",https://www.sciencedirect.com/science/article/pii/S2772656825000806
Tavily,News,N/A,Carbon Engineering | Direct Air Capture of CO2 | Home,N/A,"Overview

Who We Are

Our Team  /  Careers

Technology

Direct Air Capture  /  Innovation Centre

Insights

Resource Hub  /  News

Contact

Contact Us

# We believe humanity can Achieve net zero Close the carbon gap Create a low-carbon future Help address climate change

## Who we are

We believe humanity can solve climate change, and our contribution to this collective future is a technology capable of pulling carbon dioxide directly out of the atmosphere. Carbon Engineering is a team of innova",https://carbonengineering.com/
